Message_id,Message,Date,Author_id,Creator's_Username,Replys,Retweets,Likes,Quotes
1490999359579643909,¡Feliz martes porque podemos anunciar que los Proptech Thursdays aterrizan en Madrid el 3 de marzo! 🎉Hemos creado estos eventos mensuales con la colaboración de @apicatalunya  y @TheBridge_Tech  y podéis reservar vuestras entradas en este enlace: https://t.co/cHFFfDUA9Z,2022-02-08,1402182570314539009,apicatalunya,1,0,2,1
1490973768667512835,"Aún puedes solicitar una de las becas que otorgamos junto a @IndraCompany para la realización de un #bootcamp de Desarrollo Web Full-stack en @TheBridge_Tech 💻

Son 10 #becas dirigidas a personas con #discapacidad con formaciones #STEM 📲 https://t.co/ubL3GyycUt https://t.co/KAzkvXPFkY",2022-02-08,589903453,IndraCompany,0,0,3,0
1490430578633674756,"Muchas ganas de hablar este martes con alumnos de @TheBridge_Tech acerca de como hacemos #DataScience #MachineLearning en Decathlon
https://t.co/asAw5W6uht https://t.co/4HOtEnbx7P",2022-02-06,124512688,TheBridge_Tech,0,0,1,0
1489249806249644040,Automatización y el Covid-19 en el horizonte del nuevo trabajador https://t.co/aA3d4D199h #TalentoProfesional #TheBridge #Automatizacion @thebridge_tech,2022-02-03,720372640192405504,TheBridge_Tech,0,0,1,0
1488552725113618439,"🔥 ¡Impulsa tu carrera profesional con los nuevos #BootCamps de la @encamarasevilla!

✅Participa en el #OpenDay de los Bootcamps🚀 de Data Science y Desarrollo Web Full Stack con @TheBridge_Tech.

Más información en ⤵

https://t.co/CspTlfsJR8 https://t.co/ModB2H17pc",2022-02-01,106344840,ENCamaraSevilla,0,2,2,0
1488167222979801095,"Aún puedes solicitar una de las becas que otorgamos junto a @FUniversia para la realización de un #bootcamp de Desarrollo Web Full-stack en @TheBridge_Tech 💻
Son 10 #becas dirigidas a personas con #discapacidad con formaciones #STEM 📲 https://t.co/wYjp06QE9c https://t.co/OYCENTaRMr",2022-01-31,73355170,FUniversia,0,2,6,0
1486618465909854214,"@kenia913 @_JorgeSLL_ @ChemaCorbacho @InesSainzOf @CHANCE_es @TheBridge_Tech No es así. Hay una carrera universitaria llamada Ciencia de Datos y también postgrados, pero lo que ha hecho ella es un curso de 15 semanas que no require tener estudios previos, el único requisito haber cumplido 18 años… 15 semanas de curso y se autodefine como “Científica” 🤦🏻‍♀️",2022-01-27,1961523644,kenia913,0,0,0,0
1486398530243735553,"👏 @FUniversia, @IndraCompany y @TheBridge_Tech ponen en marcha programa de formación tecnológica gratuita para personas con discapacidad.

Lee más aquí 👉 https://t.co/8S1QiTK66I https://t.co/I2gFpUMUnG",2022-01-26,1025174114535923712,FUniversia,0,0,1,0
1485946677194371074,"📰@UniversiaES, @IndraCompany i @TheBridge_Tech signen un acord per a engegar un programa de #beques dirigit a persones amb discapacitat que compten amb estudis #STEM, als quals donaran accés a un bootcamp d'aprenentatge en Desenvolupament Web Full-stack

https://t.co/dd3G8smkNU https://t.co/kwtYcCiyBV",2022-01-25,479678741,UniversiaES,0,0,1,0
1485598878917439491,"@TheBridge_Tech @ikerarceseco Hola Iker, quisiera poder comunicarme contigo, sobre Digital Reskiling y otros hola@randallsolano.com",2022-01-24,53319655,TheBridge_Tech,0,0,0,0
1484480904030523394,"Junto con @IndraCompany lanzamos 10 becas destinadas a la realización de un #bootcamp de Desarrollo Web Full-stack en @TheBridge_Tech 💻
Estas becas están dirigidas a personas con #discapacidad que cuenten con formaciones #STEM 
📅Hasta el 28/02
📲 https://t.co/ubL3GyxF4V https://t.co/UP09YF3eb9",2022-01-21,589903453,IndraCompany,0,0,8,0
1484471502586138629,"Junto a @FUniversia otorgamos 10 becas destinadas a la realización de un #bootcamp de Desarrollo Web Full-stack en @TheBridge_Tech 
💻 Estas becas están dirigidas a personas con #discapacidad con formaciones #STEM  
📅Hasta el 28/02 https://t.co/wYjp06QE9c https://t.co/qb8rHZOxtG https://t.co/uIIWUf5IZH",2022-01-21,73355170,FUniversia,0,0,5,0
1484462596065574914,Hoy tenemos reto de tripulaciones @TheBridge_Tech Un día muy especial para todos! Enhorabuena a todos los alumnos que se gradúan hoy. https://t.co/f0nCFK8asz,2022-01-21,12085582,TheBridge_Tech,0,0,1,0
1484117172494475265,"Nuevo evento🤩""La Inteligencia Artificial y la Ley: lo que hay y lo que viene"" a cargo de @rayadvd

📆25 de enero en @TheBridge_Tech

¡Saca ya tus entradas!🎟️https://t.co/EG7QBigIgJ

#ResponsibleAI #AILaw #Compliance @nodosenlared 
@josepcurto",2022-01-20,1162694149956603904,rayadvd,0,1,3,0
1483836824279818241,"El claustro de #DataScience de @TheBridge_Tech ha creado este ""escalofriante"" vídeo haciendo uso de Inteligencia Artificial con motivo del tema del #DesafíodeTripulaciones sobre la protección de las marcas ¡Alumnos y famosos se mezclan en este ejercicio de #deepface! #IA 🤯 https://t.co/3Eg8WYfV2p",2022-01-19,1162694149956603904,TheBridge_Tech,0,2,1,0
1483469787078533123,"Del periodismo al marketing digital 🤸 esta es la historia de Blanca Gómez y su experiencia cursando el #bootcamp de #DigitalMarketingOps en @TheBridge_Tech ¡Dale al ▶! 

#digitaltalent #aceleratucarrera https://t.co/sU5Ogt3xGn",2022-01-18,1162694149956603904,TheBridge_Tech,0,0,0,0
